GENEID,KD_1_1,KD_1_2,KD_2_1,KD_2_2,KD_2_3
Ctbp1,-0.3090735,0.229928562,-0.083227718,-0.033883157,-0.275470565
Ctbp2,0.158374573,0.059174872,0.022283567,0.211984448,-0.039195457
Ctbs,-0.178580045,-0.217962673,0.071524567,0.081832252,0.108673014
Ctc1,0.002059658,-0.291751638,-0.102111912,-0.077442242,-0.38509747
Ctcf,-0.020914812,0.030199008,0.025104314,-0.01696661,0.120768929
Ctdnep1,0.011736589,0.144504807,-0.108783805,0.141095813,-0.337277219
Ctdp1,-0.169311897,-0.005177288,-0.146994715,-0.256564916,-0.349067325
Ctdsp1,0.09231882,-0.214338767,-0.18324602,-0.016393583,-0.130090492
Ctdsp2,-0.039530283,-0.236549271,-0.17185245,0.122434334,-0.228126039
Ctdspl,0.167961925,0.123725792,-0.047562885,0.090387776,0.013966857
Ctdspl2,0.063819336,0.052335425,0.155495567,0.049661264,0.114658101
Cth,-0.052833981,0.101613978,-0.223510273,-0.320962728,0.069856552
Cthrc1,-0.114964842,0.117697983,0.155235829,-0.046380995,0.310983403
Ctif,-0.263192917,0.103212555,0.069071204,0.018159835,0.145002526
Ctnna1,-0.116141115,-0.235065791,-0.091371642,-0.1563132,-0.013669815
Ctnna2,0.00216724,0.030002907,-0.069683446,0.067033896,-0.06665255
Ctnna3,0.023029097,-0.060966745,0.151078454,-0.120285885,0.003121944
Ctnnal1,-0.52435954,0.089824518,0.0494746,-0.022186963,0.100652875
Ctnnb1,-0.100133514,0.001653924,-0.278992904,-0.180294247,-0.367303637
Ctnnbip1,0.222033527,-0.14017118,-0.006546264,-0.17480918,-0.177894844
Ctnnbl1,-0.188942218,-0.251891792,-0.209661064,-0.277272492,-0.276110558
Ctnnd1,-0.046633066,0.073640289,0.070628054,0.202422112,0.039844988
Ctnnd2,-0.075319418,0.01618019,0.045107135,0.043198072,0.067832056
Ctns,-0.086947134,-0.11410706,-0.087102009,0.038263624,-0.095339546
Ctps1,-0.020111315,0.156253076,-0.092432948,0.057527922,-0.115504212
Ctps2,0.242702745,0.119049648,0.08829669,0.115454102,0.057350662
Ctr9,-0.039016509,0.051874016,0.0976919,-0.003142135,0.081429578
Ctsa,-0.105954812,-0.069689025,-0.147185141,-0.150041373,-0.283258632
Ctsb,-0.214307788,0.29805144,-0.087048801,0.199028083,-0.168905637
Ctsc,-0.239994676,-0.568601355,-0.530105456,-0.020298898,-0.163728984
Ctsd,-0.366776407,0.127556821,-0.213651555,-0.064054143,-0.319093633
Ctsf,-0.156666529,-0.059538047,-0.278324627,-0.092535719,-0.235601721
Ctsh,-0.00980031,-0.12994027,0.022364768,0.156989297,-0.455798061
Ctsk,-0.344305584,-0.394847792,-0.20002178,-0.269811452,0.079942254
Ctsl,-0.050394856,-0.071861344,-0.133920844,-0.164021158,-0.207566507
Ctso,0.137513066,-0.22709142,0.052709113,0.006952665,-0.124760995
Ctss,-0.323526214,0.080392112,0.119599711,-0.062232191,-0.103358342
Ctsz,-0.165738162,0.207960041,-0.06768808,-0.231279142,-0.143550701
Cttn,0.018208175,-0.083400172,-0.124178134,-0.183618912,-0.302243037
Cttnbp2,-0.205445616,-0.009546762,0.153541109,0.269543627,0.293197182
Cttnbp2nl,0.17769111,-0.018396886,-0.008849773,0.179369433,0.001577998
Ctu1,0.005589914,-0.163388829,-0.391753805,-0.372686678,-0.311987367
Ctu2,0.325250987,0.096873056,-0.143461863,-0.066405378,-0.485031137
Ctxn1,-0.035367253,0.099148343,0.011816626,-0.060095266,0.012181916
Ctxn2,0.529487736,0.332214905,-0.117088278,-0.07607912,-0.347093697
Ctxnd1,-0.185121351,0.122590971,0.035563844,0.220386518,-0.021336692
Cubn,0.037958427,0.016524902,0.419042612,0.347752027,0.56117241
Cuedc1,0.065415058,-0.118504585,0.216602063,0.121185772,0.023090794
Cuedc2,-0.177909038,-0.063332855,-0.203275552,-0.261556508,-0.289872146
Cul1,0.092381625,0.11421897,0.033146309,0.055110225,0.057529741
Cul2,0.087428198,0.15606978,0.122205734,0.132682332,0.183291333
Cul3,0.265521758,0.072310833,0.238187079,0.146746792,0.209663932
Cul4a,-0.107500374,-0.03128952,-0.004782365,-0.02685775,-0.17514984
Cul4b,0.038398828,0.0544686,0.091518505,0.177863659,0.13633336
Cul5,0.160729442,0.215856736,0.162427015,0.080965043,0.209685437
Cul7,-0.169643279,0.110054123,-0.032425121,-0.099008417,-0.033035371
Cul9,-0.347372201,-0.105889052,-0.028859556,-0.063927421,-0.198488904
Cuta,-0.0504143,0.101473512,-0.023675692,-0.228195085,-0.361935491
Cutc,0.152631432,0.004389941,-0.218781988,-0.061003005,-0.034280208
Cux1,0.116094475,-0.069755926,-0.045606417,-0.062055089,0.005810445
Cux2,-0.370156912,-0.422875732,0.035578414,-0.130930763,-0.093217809
Cwc15,0.12545598,-0.073959285,-0.083130265,-0.166858637,-0.264568478
Cwc22,0.164914979,-0.004604302,0.038344924,0.070788442,0.293538804
Cwc25,-0.011268097,-0.076231742,-0.041660611,0.017654204,-0.10282401
Cwc27,0.064665575,0.087796215,0.148271663,-0.077919829,0.118957269
Cwf19l1,0.258751483,-0.067234441,0.04908849,0.082716259,0.067577997
Cwf19l2,0.169492303,0.158138033,0.279588365,0.133105174,0.372972176
Cx3cl1,-0.196088651,0.131380552,-0.069324051,0.13567479,-0.03232773
Cx3cr1,-0.01497703,-0.69997984,-0.048741557,-0.271365705,0.054551137
Cxadr,0.056917719,0.166327029,0.066753134,0.077747396,0.080502441
Cxcl1,-0.614887784,-0.780387285,-0.437147885,-0.386489175,-0.142626122
Cxcl10,0.235346703,-0.061045806,-0.028035746,-0.09778399,-0.097999782
Cxcl12,-0.201990379,-0.019596827,0.332313272,0.144094519,0.192524355
Cxcl14,-0.212044167,0.026276384,-0.343415375,-0.306808093,-0.49780294
Cxcl16,0.057392166,-0.189417228,-0.124684372,0.043923014,-0.048448987
Cxcr4,-0.095429509,0.53050042,0.454996369,0.571085032,0.208315785
Cxxc1,0.030374916,-0.023768899,-0.272228867,-0.317085238,-0.089501241
Cxxc4,0.266078312,-0.072149089,0.443305785,0.154392281,0.381276755
Cxxc5,-0.011968992,0.162417663,-0.040357359,-0.055641855,-0.06760592
Cyb561,0.345184977,-0.126464883,-0.063426787,0.076800089,0.049834146
Cyb561a3,-0.073354323,0.057466924,-0.231055339,-0.096863741,-0.370619668
Cyb561d1,-0.083366683,-0.091189416,0.043094099,0.101347482,-0.113665207
Cyb561d2,0.040853146,0.069788856,-0.171979749,-0.05352006,-0.506895601
Cyb5a,0.156970305,0.126476529,-0.113270176,-0.140119759,-0.137738685
Cyb5b,-0.027637175,-0.00825871,-0.125456997,-0.051357477,-0.170851103
Cyb5d1,-0.083242994,0.147189901,-0.023525768,-0.161029731,-0.053121671
Cyb5d2,0.176685385,0.21252353,-0.275400829,-0.038944215,-0.00016065
Cyb5r1,0.023535583,-0.164245965,-0.033838225,-0.116382866,-0.293329185
Cyb5r3,-0.230593419,-0.071338957,-0.134031059,-0.251938869,-0.308603301
Cyb5r4,0.076597457,0.033669543,-0.065154171,-0.02707012,-0.026285016
Cyb5rl,-0.196499528,0.230756676,0.008087423,-0.022092786,-0.227495575
Cybb,0.032295108,-0.361450112,0.0923408,-0.237078627,0.332423403
Cybc1,-0.090475953,0.024676225,0.04330211,-0.0750634,-0.311931543
Cybrd1,-0.04495516,-0.233108973,-0.197936669,-0.168553166,-0.316329177
Cyc1,-0.161507362,0.056881144,-0.234281194,-0.288325568,-0.485416608
Cycs,0.253693663,0.274300064,0.073419106,-0.000864932,-0.015306535
Cyfip1,-0.057470079,0.039093518,0.036820874,0.067542832,0.010751531
Cyfip2,-0.203308915,-0.057744762,-0.048267755,0.028553867,-0.03766113
Cygb,-0.58985678,-0.179865469,-0.211736378,-0.172288649,-0.39248408
Cylc2,-0.085684321,-0.318194755,0.304957722,-0.266027089,0.428068989
Cyld,0.00704529,0.177896899,0.065411109,0.183694174,0.001936307
Cyp11a1,-0.212857274,-0.390783325,-0.058004761,-0.363801641,-0.104626716
Cyp19a1,0.086426488,-0.521208096,-0.049819586,-0.256988574,0.444147452
Cyp1b1,-0.27714948,-0.082885681,0.108687597,0.106861866,0.162144688
Cyp20a1,-0.016869083,-0.588163958,-0.326124608,-0.158451364,-0.150811616
Cyp26a1,-0.347971111,-0.44035897,-0.078954708,-0.116410535,-0.210760819
Cyp26b1,-0.110537239,0.187404747,0.148341475,-0.184455112,0.062342528
Cyp2b19,0.145032423,-0.928343793,0.526160961,-0.245836559,0.772597179
Cyp2d22,0.151897562,-0.138500635,-0.061428494,-0.14529691,-0.177214217
Cyp2j13,-0.136010859,-0.466315402,-0.209210837,-0.335105876,0.472813429
Cyp2j6,-0.044421731,0.044108664,0.040474818,0.003849391,0.089823129
Cyp2j9,-0.081566709,-0.581652529,-0.110216968,-0.13076733,0.026495042
Cyp2t4,-0.311498948,-0.487520701,-0.153872651,-0.191992635,-0.254148489
Cyp2u1,-0.201962274,-0.242639189,0.03182574,0.006899966,-0.371842325
Cyp39a1,-0.122736051,-0.119518509,-0.055886143,-0.161797699,0.217091614
Cyp3a11,-0.52257096,-0.328243892,-0.029729968,-0.239323049,0.158428284
Cyp46a1,0.008278075,-0.150249417,-0.047518454,0.020190318,-0.142467298
Cyp4f13,-0.491489119,-0.620571711,-0.173225759,-0.005803259,0.382857596
Cyp4f16,0.296005193,-0.219829022,-0.052839195,0.008949665,-0.229508851
Cyp4f17,-0.283524829,-0.058672141,-0.184784568,-0.140421079,-0.243111832
Cyp4v3,-0.06535431,-0.357083853,-0.183529107,-0.169954685,0.442579401
Cyp4x1,0.052499388,-0.470584981,0.175635594,-0.076510365,0.078399744
Cyp51,0.012540033,0.043693638,-0.149965958,-0.16006774,-0.2191551
Cyp7b1,-0.154087453,-0.027145083,-0.268934654,0.037962738,-0.169339668
Cyren,0.009921036,-0.090624292,-0.05739705,-0.100681937,0.047037659
Cyria,0.103934935,0.135294472,0.211733214,0.117401633,0.194178596
Cyrib,0.124800996,0.10653449,-0.010785783,0.060290029,0.054700465
Cys1,-0.100728339,-0.122759739,-0.042726832,0.070401008,-0.402952949
Cystm1,0.152031109,0.531159414,-0.190131293,-0.066440932,-0.156093792
Cyth1,-0.022281302,-0.010769816,-0.134394736,-0.065642812,-0.077097777
Cyth2,-0.27823856,-0.070577242,-0.319652848,-0.330504169,-0.509740945
Cyth3,-0.093841563,-0.250633969,-0.06885467,-0.02970129,-0.031008268
Cyth4,-0.096561317,-0.219371563,-0.20776217,-0.22804943,0.09570899
Cytip,-0.183042477,-0.432924476,-0.149314021,-0.356802984,0.232993539
Cyyr1,-0.07801112,-0.337506048,0.017219905,-0.295697188,0.137415828
Czib,0.004422694,0.157188105,-0.112892915,-0.058048792,-0.130644855
D030056L22Rik,0.041693707,0.065762644,-0.042066941,-0.167767229,-0.271163464
D11Wsu47e,-0.172826941,-0.297506076,-0.004555181,-0.144552376,0.021314929
D130019J16Rik,0.037963866,-0.093843749,0.276471404,0.381482295,0.442533974
D130040H23Rik,0.300416182,0.148412194,0.305527583,0.416749882,0.485878093
D130043K22Rik,-0.263586312,-0.073468,-0.059283838,-0.045337469,-0.26554215
D16Ertd472e,-0.087789775,-0.189339607,-0.196004912,0.051604961,-0.050169833
D17H6S53E,0.303121904,-0.250549688,-0.062066001,-0.061385152,-0.131089003
D230049E03Rik,0.018424743,-0.124443228,0.1533541,0.296138293,0.524687722
D2hgdh,-0.017507316,0.065893843,-0.063786432,-0.110663943,-0.035582905
D3Ertd751e,0.07197738,0.080852607,0.363705303,0.075385937,0.428464174
D430013B06Rik,0.048177427,-0.131578595,0.150333768,0.139461254,0.396954776
D430019H16Rik,-0.193286528,-0.061531763,-0.121042159,-0.020496068,-0.228646816
D430041D05Rik,-0.32447881,-0.079789055,-0.117235699,-0.009118765,-0.168489935
D530018E20Rik,-0.044704212,0.274681118,0.26681787,0.326487835,0.392671599
D5Ertd579e,0.075004557,0.15370421,0.026831489,0.034486421,0.019970451
D630003M21Rik,-0.299685042,-0.589252937,-0.268421112,-0.022419165,-0.081215932
D630023F18Rik,0.388929929,0.229646432,0.18915389,0.21831133,0.204136477
D630030B08Rik,0.052728499,-0.218111142,-0.034324477,0.247848996,0.322890937
D630045J12Rik,-0.161161621,0.065728947,0.048534107,0.13790843,-0.006487321
D6Wsu163e,0.059141288,0.04674488,0.080096396,-0.083342408,-0.167673507
D730044K07Rik,0.031091091,-0.02518064,-0.320147587,-0.196534272,-0.433173018
D7Bwg0826e,0.151998811,-0.148561453,-0.045617756,0.124633607,0.072735723
D7Ertd443e,0.016304608,-0.022128145,-0.127021326,-0.317185813,0.113223021
D830030K20Rik,0.011830466,0.110365031,-0.000803911,0.134427935,0.094877299
D8Ertd738e,-0.027694726,0.097279987,-0.217908095,-0.211526227,-0.343817355
D930020B18Rik,-0.200128071,0.177177342,-0.120386668,-0.246626036,0.299763129
D930036K23Rik,0.075784433,-0.172073081,0.177359128,0.119522588,0.372736164
Daam1,0.027415977,-0.183890715,-0.007073734,-0.042239038,0.059272664
Daam2,-0.177311702,0.106733495,-0.144924564,0.038036369,0.143715213
Dab1,-0.190197863,-0.047324965,0.158543413,0.327503716,0.277887103
Dab2,0.453991259,-0.088923952,0.093795849,0.051698488,0.106128854
Dab2ip,-0.489985627,-0.119063938,-0.197752313,-0.067661482,-0.04874918
Dach1,0.121758732,-0.142480562,0.174634939,-0.023729851,0.396826486
Dach2,-0.038707285,0.155892096,-0.019183713,0.146529383,0.318337318
Dact1,-0.235772159,0.147255635,-0.223411049,-0.010747403,-0.07527597
Dact2,-0.211292396,0.125354987,-0.089626091,-0.162701106,-0.385176944
Dact3,-0.104272227,0.329920794,-0.394120378,-0.163255465,-0.123748782
Dad1,0.083329637,-0.038704834,-0.219725821,-0.194767987,-0.047834562
Dag1,0.023205235,0.16732261,-0.158133916,-0.016913529,-0.113237737
Dagla,-0.480757174,-0.119136004,-0.083647876,0.05878052,0.132166252
Daglb,-0.028397225,0.077204451,-0.216058432,0.012854387,-0.326818561
Dalrd3,-0.09396842,-0.548664292,-0.303571154,-0.025731153,-0.565768224
Dand5,-0.52306649,-0.093391188,-0.191191415,-0.265455053,-0.426942232
Dao,-0.097934817,-0.280631676,0.115340436,-0.074719463,-0.08649412
Dap,0.123322126,-0.044951272,0.057531721,0.13710301,0.25316165
Dap3,0.215190274,0.037498063,-0.159658866,0.012697904,-0.143964403
Dapk1,-0.411527021,-0.249339552,-0.177200409,-0.143163562,-0.222728051
Dapk2,-0.277711143,-0.24134936,0.123004091,-0.247526815,0.062395304
Dapk3,-0.116223033,0.367047793,-0.195843036,-0.260030108,-0.31000416
Dapp1,-0.034847145,-0.00773315,-0.001851391,0.206169812,0.380189976
Dars1,0.015085471,0.198927383,-0.026545763,-0.00125532,-0.167623305
Dars2,-0.055707767,0.126776204,-0.084920213,-0.002077847,-0.12565571
Daxx,-0.479038287,-0.254029831,-0.014486986,-0.057218012,-0.203491694
Dazap1,0.089943859,0.168170385,0.105810202,-0.224795298,0.070693815
Dazap2,-0.14424579,0.132654534,-0.073727303,0.080930037,-0.018774331
Dazl,0.068591777,-0.315233857,0.124474077,0.232811731,0.043384919
Dbf4,0.132070512,-0.176502367,-0.155802096,-0.240547983,0.267762962
Dbi,-0.208811419,0.042159265,-0.279060637,-0.180964087,-0.360669121
Dbn1,-0.510586412,-0.076896758,-0.218678073,-0.298205618,-0.028750389
Dbndd1,-0.070729987,-0.302489202,-0.26645583,-0.299852773,-0.205377143
Dbndd2,0.13230576,0.002529672,0.001591846,0.17709466,0.077968096
Dbnl,-0.100590935,0.150810171,0.002422072,-0.141058667,-0.008201831
Dbp,-0.053767112,0.384784266,0.01232015,-0.285709446,-0.365394839
Dbr1,0.172956587,0.009001179,-0.006848132,0.012706534,0.114757541
Dbt,0.212681309,0.14675388,0.247162087,0.046397297,0.270097274
Dbx2,0.25514446,0.0831529,-0.018612886,-0.137257361,-0.181850558
Dcaf1,-0.075720662,-0.19328857,-0.049249816,0.051441752,0.184622496
Dcaf10,0.180022403,-0.034930763,-0.011512588,0.143662043,-0.069139461
Dcaf11,-0.243771969,0.019342005,-0.16959508,-0.178600959,-0.044833576
Dcaf12,-0.016343237,0.029710632,-0.048186835,0.106627946,-0.161731735
Dcaf12l1,-0.054934632,-0.102942339,-0.014954952,0.031602387,-0.109611223
Dcaf12l2,0.056453893,-0.25501371,-0.100039698,-0.013539006,-0.061769125
Dcaf13,0.053044572,0.004834631,0.163965961,0.133248513,0.209645293
Dcaf15,-0.212112396,0.146908788,-0.005431562,-0.003501276,-0.040912451
Dcaf17,-0.017356021,0.177932323,0.095836675,0.180012827,0.228419366
Dcaf4,-0.008166173,0.016039467,0.002667951,-0.109299082,-0.029647388
Dcaf5,0.170565362,0.116088882,-0.001895991,-0.020442464,0.078139073
Dcaf6,0.18137885,0.265934375,0.134620506,0.181945305,0.24691313
Dcaf7,-0.108466662,0.162742771,-0.08149106,0.04758867,-0.239142031
Dcaf8,0.026269331,-0.073438201,-0.015354453,-0.044471464,-0.166265286
Dcaf8l,0.102478279,-0.111770851,0.030579465,-0.241247982,0.3858314
Dcakd,-0.225447498,-0.073943765,-0.190892101,0.009472961,0.224534201
Dcbld1,-0.086160668,-0.142019645,-0.211966476,-0.106862299,0.041854493
Dcbld2,0.031206525,-0.206901329,0.047006614,-0.055384064,-0.087445519
Dcc,-0.060616747,-0.140318722,0.181290798,0.204889129,0.247348368
Dcdc2a,0.038299384,-0.30924343,0.028480479,-0.134939005,0.31396825
Dcdc2b,-0.49721032,-0.44476166,-0.369177345,-0.086576037,-0.213728871
Dchs1,-0.356237036,-0.391194004,-0.286893611,-0.144113441,-0.319083876
Dchs2,-0.02366625,-0.095948484,0.186419461,0.024205089,0.041456413
Dck,-0.256690744,0.138524482,0.141272573,0.275502669,-0.075244051
Dclk1,0.109440822,0.207285415,0.18224054,0.09968077,0.005079634
Dclk2,-0.000252464,-0.162637888,-0.076958638,-0.02895798,-0.096591884
Dclk3,-0.188895389,-0.03046362,-0.456097693,-0.153351443,-0.357378243
Dclre1a,-0.000539136,0.125710082,-0.074780679,0.015320184,0.094811917
Dclre1b,-0.213545848,-0.15327757,0.042880249,-0.037102662,0.040975423
Dclre1c,0.123962302,0.226415958,0.180893749,0.190880602,0.343652973
Dcn,-0.485490337,-0.52861767,-0.014819943,0.063305775,-0.051734639
Dcp1a,-0.063157891,-0.12356362,-0.016517349,-0.054817365,0.162284389
Dcp1b,-0.22341383,-0.024091934,-0.095372423,0.024227675,0.195152454
Dcp2,0.095670823,0.146911925,0.004584666,0.031524474,0.002159486
Dcps,-0.100891807,-0.401241378,-0.263111935,-0.331190327,-0.389946184
Dcst1,0.147594908,-0.008866174,-0.117705403,-0.082232325,0.031336325
Dct,-0.169307839,-0.954086099,-0.271078442,-0.329368549,0.194394705
Dctd,0.085358511,-0.452699565,-0.094740342,-0.128974489,-0.280365252
Dctn1,-0.232761119,0.185183718,-0.071862677,-0.191526166,-0.193630027
Dctn2,-0.232329947,0.39384343,-0.146975892,-0.051642449,-0.249907795
Dctn3,0.080813136,-0.118181753,-0.299101491,-0.270839458,-0.445023027
Dctn4,-0.07830739,0.065703303,-0.019346849,-0.041348127,-0.194537706
Dctn5,-0.278954425,0.209294234,-0.053508209,-0.032647629,-0.254545912
Dctn6,-0.047383207,0.061859407,-0.138900563,-0.218856201,-0.231016856
Dctpp1,-0.123232252,-0.106465518,-0.18650929,-0.079030115,-0.59229311
Dcun1d1,0.171839705,0.106367606,0.187633912,0.109267393,0.170359752
Dcun1d2,0.256070127,0.149981383,0.036303538,0.055814181,0.047210362
Dcun1d3,0.085436994,-0.077917224,0.017293487,-0.019397426,0.15920821
Dcun1d4,0.057694675,0.083137818,0.029920652,0.167440785,0.154337257
Dcun1d5,0.188088288,0.342800811,0.014503194,0.141228648,-0.031854575
Dcx,-0.066075856,0.169109399,0.069487074,0.207815322,0.167903894
Dcxr,0.016685809,0.186524953,-0.11363619,-0.158911014,-0.471271688
Dda1,0.191857176,0.102056275,-0.013512697,-0.205635374,-0.153514945
Ddah1,-0.08874171,0.28921575,-0.019205811,-0.024717987,-0.084191272
Ddah2,-0.042959601,-0.207120598,-0.235161446,-0.359691778,-0.465534135
Ddb1,-0.097072768,0.104797155,-0.149676109,-0.126529164,-0.355682938
Ddb2,0.163162619,0.029821667,0.058570894,0.035864687,-0.099249873
Ddc,0.100180809,0.176566447,-0.116007716,-0.052518421,0.410695691
Ddhd1,-0.092014756,-0.118580884,-0.038447606,-0.132964075,-0.09961115
Ddhd2,-0.065528063,0.173913585,-0.049453604,0.084522521,0.053470535
Ddi1,-0.127772831,-0.382223879,-0.197368656,-0.227097637,0.253916244
Ddi2,0.056531374,-0.281609605,0.094477383,0.097364305,-0.035732219
Ddias,-0.011237155,-0.204733307,0.102684166,0.023352636,0.250224217
Ddit3,-0.104848392,0.110870366,-0.126029307,-0.335398617,-0.205071784
Ddit4,-0.173167417,0.03369997,-0.186907838,-0.246732841,-0.589004718
Ddit4l,-0.804399356,0.269502769,-0.399716575,-0.116633839,-0.15912715
Ddn,-0.069027106,-0.354612157,-0.499438169,-0.343455264,-0.436814477
Ddo,0.199977165,0.081565869,-0.023708447,0.066036579,-0.001048454
Ddost,-0.117924256,-0.044568054,-0.213462137,-0.216025175,-0.451420267
Ddr1,-0.148348729,-0.22876649,-0.08445387,-0.091748184,-0.176420578
Ddr2,-0.086843842,-0.074967718,0.014812632,-0.0359314,0.157780466
Ddrgk1,0.144035704,0.267498715,0.036892797,-0.25896351,0.087656835
Ddt,-0.358416617,0.224841748,-0.327875285,-0.110517274,-0.387381634
Ddx1,0.047202454,0.124125967,-0.02062767,-0.090675095,-0.065324622
Ddx10,0.162848564,-0.084160383,0.299449861,0.039120586,0.156664811
Ddx11,-0.41719065,-0.607323521,-0.133366852,-0.291920462,-0.191647066
Ddx17,-0.121812137,0.121702998,0.142039961,0.228267305,0.12950973
Ddx18,0.093615336,0.202054731,0.015049582,0.033275722,-0.000166633
Ddx19a,-0.095307353,-0.132625452,-0.102385411,-0.109080284,0.1114866
Ddx19b,0.194287609,0.123049506,0.071728777,0.069864228,-0.030649649
Ddx20,-0.00845509,-0.071920305,-0.104340642,0.016230977,-0.092260998
Ddx21,-0.000964637,0.13308817,0.092255559,0.14244381,-0.045309424
Ddx23,-0.099360298,0.049484257,-0.046317448,-0.14860209,-0.270296522
Ddx24,-0.024817477,-0.084729918,-0.191540287,-0.221948039,-0.34214151
Ddx25,-0.176052797,0.07842705,-0.180386842,-0.161624452,-0.346710445
Ddx27,0.077015984,-0.184086345,-0.052330573,-0.20475114,-0.008476552
Ddx28,-0.116521698,-0.298832336,-0.277132087,-0.14861435,-0.441609767
Ddx31,-0.097440633,0.032636468,0.079902965,0.086878424,-0.088374134
Ddx39a,-0.354763409,-0.02977786,-0.313198607,-0.129919023,-0.313551626
Ddx39b,0.099064786,0.256280016,0.103252613,-0.037717325,-0.278489351
Ddx3x,0.114717358,0.301128612,0.150873651,0.157267849,0.095511266
Ddx3y,0.22269516,0.288767348,0.159616014,0.17472187,0.103015516
Ddx4,-0.101875682,-0.60873137,-0.049520849,0.045309,-0.035058248
Ddx41,-0.019778094,0.058264784,-0.074701309,-0.110934822,-0.252477478
Ddx42,-0.117871756,0.076588232,-0.094580108,-0.104675102,-0.103667967
Ddx46,0.031531387,-0.002956932,0.19577501,0.063385037,0.266444705
Ddx47,-0.010562727,0.086963772,-0.093438008,-0.134492573,-0.321298445
Ddx49,-0.28463751,-0.070346708,-0.290303313,-0.056817558,-0.349694584
Ddx5,-0.033819874,0.217546338,0.080023144,0.114198,0.122554506
Ddx50,0.24858855,0.201535278,0.170387765,0.141327433,0.203120519
Ddx51,-0.275003217,0.398923126,0.059231307,0.054057169,0.039820275
Ddx52,0.368343535,0.163852599,0.129233722,0.139594507,0.128868566
Ddx54,-0.119058576,-0.165588169,-0.224353044,-0.262219587,-0.530097449
Ddx55,-0.025002705,-0.140328155,0.063456657,-0.068088551,0.279864525
Ddx56,-0.182215582,0.14417436,-0.262309844,-0.159408122,-0.308843725
Ddx59,0.226331888,0.281357589,-0.131559915,-0.152828233,0.059652264
Ddx6,-0.079802108,0.139118768,0.11657039,0.08249799,0.10869473
Ddx60,-0.222991918,-0.602096566,-0.360281392,-0.166356818,0.61774906
Deaf1,-0.234827094,-0.130225202,-0.220066272,-0.26167686,-0.370048725
Decr1,-0.00079977,0.031692312,-0.231109446,-0.165274527,-0.372425367
Decr2,-0.011788954,-0.028341336,-0.161802489,-0.023173904,-0.050056376
Dedd,-0.252584111,-0.069437995,-0.140042404,0.051571306,0.033635965
Dedd2,0.104659981,-0.036643173,-0.463775347,-0.204025028,-0.066201653
Def8,-0.108956591,0.048595287,-0.096194683,-0.037007448,-0.299658642
Degs1,0.045703595,0.138872863,-0.089363113,-0.084582467,-0.193414443
Degs2,0.02709093,-0.024232789,0.055488682,0.000784947,0.071806807
Dek,0.20793472,0.164593217,0.181895629,0.194066059,0.433713486
Dele1,-0.019218956,-0.258216929,0.036547894,0.121196559,0.113656042
Dennd10,0.141639825,0.004012861,0.028560556,0.149314158,0.001656679
Dennd11,-0.18177695,0.113593785,-0.101287898,-0.003275748,-0.153440782
Dennd1a,-0.003752459,-0.175148873,0.157164916,0.247823843,0.271991004
Dennd1b,0.013010614,0.133029657,0.071497623,0.10153311,0.163939284
Dennd2a,-0.167117734,-0.061565202,-0.195956612,0.038145224,0.005482065
Dennd2b,-0.159683266,-0.160604329,-0.029254403,-0.131717984,-0.162534739
Dennd2c,0.295482826,-0.22026127,0.25955245,0.056545434,0.09021637
Dennd2d,-0.187359092,0.111611473,0.106164155,-0.029011007,0.18449139
Dennd3,-0.342848993,-0.376781767,-0.427353391,-0.24699658,0.07586084
Dennd4a,0.105404196,0.159261426,0.150931562,0.166954067,0.14875087
Dennd4b,0.047325613,-0.380166319,-0.071063252,-0.043862571,0.176282143
Dennd4c,0.12296069,0.074642782,0.146638342,0.173595799,0.288502513
Dennd5a,-0.21980912,-0.056752727,-0.237465511,-0.152081932,-0.387998104
Dennd5b,0.065874406,-0.027006341,0.129495893,0.045637193,0.241717879
Dennd6a,0.126229492,-0.240907055,-0.083317134,0.053181776,0.016032296
Dennd6b,-0.117984784,-0.174070872,-0.048295041,0.03978332,0.083223807
Denr,0.222027125,0.018644725,0.073127528,-0.033354021,-0.022430762
Depdc1a,-0.478308703,0.422897558,-0.166923419,-0.042506808,0.497691575
Depdc5,-0.225418571,-0.115506991,-0.103829317,-0.127348903,-0.135432837
Depdc7,-0.248692732,-0.443058619,-0.379304514,-0.209644498,0.164317382
Deptor,0.118176865,-0.22766262,0.03545383,-0.084781017,0.036606409
Dera,-0.277463994,-0.035704264,0.119540509,-0.069728995,-0.096283355
Derl1,-0.161112077,0.299704533,-0.112022427,0.041680471,-0.279463737
Derl2,0.146762674,0.205863903,0.146320577,0.020812189,-0.312897557
Derpc,-0.087025467,-0.082303985,-0.372060535,-0.147040314,-0.378321187
Desi1,0.12550502,-0.12781747,0.083890347,0.030215748,0.041404787
Desi2,-0.059190408,-0.021952277,-0.045392794,0.043811396,-0.223627097
Det1,-0.038024663,-0.346892441,-0.031535906,-0.060860313,-0.27249217
Dexi,-0.227670236,0.068736146,-0.114750973,-0.098533883,-0.253073389
Dffa,0.264862966,0.008382129,-0.064058812,0.082877822,-0.178312745
Dffb,-0.257132118,0.163650851,0.02237664,-0.240944924,-0.358415508
Dgat1,-0.403054142,-0.22752581,-0.094012414,-0.198270615,-0.313246456
Dgat2,-0.144645306,0.10693944,-0.235288065,-0.107614494,-0.58967102
Dgat2l6,-0.173563196,-0.581849725,-0.188979589,-0.133919164,0.146600872
